PacBio_Accession	Genename_from_GTF	Genename_from_FASTA	ENSG_from_GC	PacBio_Descr_from_GTF	In_GTF	In_FASTA
ENSMUST00000156617.8	Tor2a	Tor2a	ENSMUSG00000009563	Tor2a|ENSMUST00000156617.8|nan	yes	yes
ENSMUST00000221150.2	Ikzf4	Ikzf4	ENSMUSG00000002578	Ikzf4|ENSMUST00000221150.2|nan	yes	yes
ENSMUST00000176289.8	Large2	Large2	ENSMUSG00000040434	Large2|ENSMUST00000176289.8|nan	yes	yes
ENSMUST00000132186.8	Ssb	Ssb	ENSMUSG00000068882	Ssb|ENSMUST00000132186.8|nan	yes	yes
ENSMUST00000164097.4	Ihh	Ihh	ENSMUSG00000006538	Ihh|ENSMUST00000164097.4|nan	yes	yes
ENSMUST00000115010.9	Ucma	Ucma	ENSMUSG00000026668	Ucma|ENSMUST00000115010.9|nan	yes	yes
ENSMUST00000088092.6	Ttc9c	Ttc9c	ENSMUSG00000071660	Ttc9c|ENSMUST00000088092.6|nan	yes	yes
ENSMUST00000025506.7	Rbm22	Rbm22	ENSMUSG00000024604	Rbm22|ENSMUST00000025506.7|nan	yes	yes
ENSMUST00000048544.14	Bicd2	Bicd2	ENSMUSG00000037933	Bicd2|ENSMUST00000048544.14|nan	yes	yes
ENSMUST00000207192.2	Gm6882	Gm6882	ENSMUSG00000109516	Gm6882|ENSMUST00000207192.2|nan	yes	yes
ENSMUST00000110889.8	Prkar1b	Prkar1b	ENSMUSG00000025855	Prkar1b|ENSMUST00000110889.8|nan	yes	yes
ENSMUST00000234680.2	Psma8	Psma8	ENSMUSG00000036743	Psma8|ENSMUST00000234680.2|nan	yes	yes
ENSMUST00000021029.6	Efcab3	Efcab3	ENSMUSG00000020690	Efcab3|ENSMUST00000021029.6|nan	yes	yes
ENSMUST00000134968.9	Pax5	Pax5	ENSMUSG00000014030	Pax5|ENSMUST00000134968.9|nan	yes	yes
ENSMUST00000178852.3	Eif1ad11	Eif1ad11	ENSMUSG00000095717	Eif1ad11|ENSMUST00000178852.3|nan	yes	yes
ENSMUST00000065781.5	Tas2r107	Tas2r107	ENSMUSG00000053389	Tas2r107|ENSMUST00000065781.5|nan	yes	yes
ENSMUST00000169862.2	Taf4b	Taf4b	ENSMUSG00000054321	Taf4b|ENSMUST00000169862.2|nan	yes	yes
ENSMUST00000043654.10	Tubg2	Tubg2	ENSMUSG00000045007	Tubg2|ENSMUST00000043654.10|nan	yes	yes
ENSMUST00000107071.2	Gm12695	Gm12695	ENSMUSG00000078639	Gm12695|ENSMUST00000107071.2|nan	yes	yes
ENSMUST00000109974.2	Calr3	Calr3	ENSMUSG00000019732	Calr3|ENSMUST00000109974.2|nan	yes	yes
ENSMUST00000214576.2	Tmed1	Tmed1	ENSMUSG00000032180	Tmed1|ENSMUST00000214576.2|nan	yes	yes
ENSMUST00000132374.9	Nkiras1	Nkiras1	ENSMUSG00000021772	Nkiras1|ENSMUST00000132374.9|nan	yes	yes
ENSMUST00000213714.2	Or8b51	Or8b51	ENSMUSG00000094701	Or8b51|ENSMUST00000213714.2|nan	yes	yes
ENSMUST00000086617.11	Myo18b	Myo18b	ENSMUSG00000072720	Myo18b|ENSMUST00000086617.11|nan	yes	yes
ENSMUST00000114708.2	B4galt4	B4galt4	ENSMUSG00000022793	B4galt4|ENSMUST00000114708.2|nan	yes	yes
ENSMUST00000038775.6	Ndn	Ndn	ENSMUSG00000033585	Ndn|ENSMUST00000038775.6|nan	yes	yes
ENSMUST00000200299.2	Ulk1	Ulk1	ENSMUSG00000029512	Ulk1|ENSMUST00000200299.2|nan	yes	yes
ENSMUST00000080474.5	Or52s19	Or52s19	ENSMUSG00000109951	Or52s19|ENSMUST00000080474.5|nan	yes	yes
ENSMUST00000081349.9	Fmn1	Fmn1	ENSMUSG00000044042	Fmn1|ENSMUST00000081349.9|nan	yes	yes
ENSMUST00000127288.8	Sh3tc1	Sh3tc1	ENSMUSG00000036553	Sh3tc1|ENSMUST00000127288.8|nan	yes	yes
ENSMUST00000098068.10	Palb2	Palb2	ENSMUSG00000044702	Palb2|ENSMUST00000098068.10|nan	yes	yes
ENSMUST00000134170.8	Slc18b1	Slc18b1	ENSMUSG00000037455	Slc18b1|ENSMUST00000134170.8|nan	yes	yes
ENSMUST00000075774.5	Tubb2b	Tubb2b	ENSMUSG00000045136	Tubb2b|ENSMUST00000075774.5|nan	yes	yes
ENSMUST00000052441.12	Slc17a5	Slc17a5	ENSMUSG00000049624	Slc17a5|ENSMUST00000052441.12|nan	yes	yes
ENSMUST00000136948.3	Smim45	Smim45	ENSMUSG00000068099	Smim45|ENSMUST00000136948.3|nan	yes	yes
ENSMUST00000034776.13	Cln6	Cln6	ENSMUSG00000032245	Cln6|ENSMUST00000034776.13|nan	yes	yes
ENSMUST00000018718.8	Acadvl	Acadvl	ENSMUSG00000018574	Acadvl|ENSMUST00000018718.8|nan	yes	yes
ENSMUST00000059588.8	Pdp2	Pdp2	ENSMUSG00000048371	Pdp2|ENSMUST00000059588.8|nan	yes	yes
ENSMUST00000063771.14	Rgs14	Rgs14	ENSMUSG00000052087	Rgs14|ENSMUST00000063771.14|nan	yes	yes
ENSMUST00000121671.2	Cnpy3	Cnpy3	ENSMUSG00000023973	Cnpy3|ENSMUST00000121671.2|nan	yes	yes
ENSMUST00000186937.7	Ms4a5	Ms4a5	ENSMUSG00000054523	Ms4a5|ENSMUST00000186937.7|nan	yes	yes
ENSMUST00000108763.8	Oprl1	Oprl1	ENSMUSG00000027584	Oprl1|ENSMUST00000108763.8|nan	yes	yes
ENSMUST00000037064.5	Slc25a37	Slc25a37	ENSMUSG00000034248	Slc25a37|ENSMUST00000037064.5|nan	yes	yes
ENSMUST00000159259.3	Nox1	Nox1	ENSMUSG00000031257	Nox1|ENSMUST00000159259.3|nan	yes	yes
ENSMUST00000230305.2	Clip4	Clip4	ENSMUSG00000024059	Clip4|ENSMUST00000230305.2|nan	yes	yes
ENSMUST00000198014.5	Gsap	Gsap	ENSMUSG00000039934	Gsap|ENSMUST00000198014.5|nan	yes	yes
ENSMUST00000078217.2	Or5af1	Or5af1	ENSMUSG00000096806	Or5af1|ENSMUST00000078217.2|nan	yes	yes
ENSMUST00000098259.11	C2cd3	C2cd3	ENSMUSG00000047248	C2cd3|ENSMUST00000098259.11|nan	yes	yes
ENSMUST00000120112.2	Tmem30c	Tmem30c	ENSMUSG00000022753	Tmem30c|ENSMUST00000120112.2|nan	yes	yes
ENSMUST00000041106.9	Trim67	Trim67	ENSMUSG00000036913	Trim67|ENSMUST00000041106.9|nan	yes	yes
ENSMUST00000223461.2	Slc35d2	Slc35d2	ENSMUSG00000033114	Slc35d2|ENSMUST00000223461.2|nan	yes	yes
ENSMUST00000099995.5	Ift70a2	Ift70a2	ENSMUSG00000075272	Ift70a2|ENSMUST00000099995.5|nan	yes	yes
ENSMUST00000032936.8	Ppp4c	Ppp4c	ENSMUSG00000030697	Ppp4c|ENSMUST00000032936.8|nan	yes	yes
ENSMUST00000088621.11	Srrm2	Srrm2	ENSMUSG00000039218	Srrm2|ENSMUST00000088621.11|nan	yes	yes
ENSMUST00000160690.2	Hs2st1	Hs2st1	ENSMUSG00000040151	Hs2st1|ENSMUST00000160690.2|nan	yes	yes
ENSMUST00000076756.3	Tas2r106	Tas2r106	ENSMUSG00000057754	Tas2r106|ENSMUST00000076756.3|nan	yes	yes
ENSMUST00000102592.10	Tjp1	Tjp1	ENSMUSG00000030516	Tjp1|ENSMUST00000102592.10|nan	yes	yes
ENSMUST00000076897.2	Vmn1r213	Vmn1r213	ENSMUSG00000060024	Vmn1r213|ENSMUST00000076897.2|nan	yes	yes
ENSMUST00000107188.10	Sh3gl2	Sh3gl2	ENSMUSG00000028488	Sh3gl2|ENSMUST00000107188.10|nan	yes	yes
ENSMUST00000033056.5	Pycard	Pycard	ENSMUSG00000030793	Pycard|ENSMUST00000033056.5|nan	yes	yes
ENSMUST00000035563.15	Tspan8	Tspan8	ENSMUSG00000034127	Tspan8|ENSMUST00000035563.15|nan	yes	yes
ENSMUST00000070198.14	Ppp3ca	Ppp3ca	ENSMUSG00000028161	Ppp3ca|ENSMUST00000070198.14|nan	yes	yes
ENSMUST00000114124.9	Tiam1	Tiam1	ENSMUSG00000002489	Tiam1|ENSMUST00000114124.9|nan	yes	yes
ENSMUST00000136614.2	Shcbp1l	Shcbp1l	ENSMUSG00000042708	Shcbp1l|ENSMUST00000136614.2|nan	yes	yes
ENSMUST00000092821.10	Bcas3	Bcas3	ENSMUSG00000059439	Bcas3|ENSMUST00000092821.10|nan	yes	yes
ENSMUST00000040313.6	Bcdin3d	Bcdin3d	ENSMUSG00000037525	Bcdin3d|ENSMUST00000040313.6|nan	yes	yes
ENSMUST00000171866.8	Gm3127	Gm3127	ENSMUSG00000090764	Gm3127|ENSMUST00000171866.8|nan	yes	yes
ENSMUST00000134026.8	Mtf2	Mtf2	ENSMUSG00000029267	Mtf2|ENSMUST00000134026.8|nan	yes	yes
ENSMUST00000087514.9	Lyar	Lyar	ENSMUSG00000067367	Lyar|ENSMUST00000087514.9|nan	yes	yes
ENSMUST00000062542.5	Magea13	Magea13	ENSMUSG00000046180	Magea13|ENSMUST00000062542.5|nan	yes	yes
ENSMUST00000039043.15	Cd6	Cd6	ENSMUSG00000024670	Cd6|ENSMUST00000039043.15|nan	yes	yes
ENSMUST00000119818.8	Vezt	Vezt	ENSMUSG00000036099	Vezt|ENSMUST00000119818.8|nan	yes	yes
ENSMUST00000235830.2	Smndc1	Smndc1	ENSMUSG00000025024	Smndc1|ENSMUST00000235830.2|nan	yes	yes
ENSMUST00000029453.13	Vangl1	Vangl1	ENSMUSG00000027860	Vangl1|ENSMUST00000029453.13|nan	yes	yes
ENSMUST00000220719.2	Aspg	Aspg	ENSMUSG00000037686	Aspg|ENSMUST00000220719.2|nan	yes	yes
ENSMUST00000106685.9	Gstm6	Gstm6	ENSMUSG00000068762	Gstm6|ENSMUST00000106685.9|nan	yes	yes
ENSMUST00000221230.2	Lpin1	Lpin1	ENSMUSG00000020593	Lpin1|ENSMUST00000221230.2|nan	yes	yes
ENSMUST00000238337.2	Cacna1a	Cacna1a	ENSMUSG00000034656	Cacna1a|ENSMUST00000238337.2|nan	yes	yes
ENSMUST00000131166.9	Fam47e	Fam47e	ENSMUSG00000057068	Fam47e|ENSMUST00000131166.9|nan	yes	yes
ENSMUST00000109912.8	Nr3c2	Nr3c2	ENSMUSG00000031618	Nr3c2|ENSMUST00000109912.8|nan	yes	yes
ENSMUST00000033161.7	Scnn1b	Scnn1b	ENSMUSG00000030873	Scnn1b|ENSMUST00000033161.7|nan	yes	yes
ENSMUST00000148314.3	Gm13889	Gm13889	ENSMUSG00000087006	Gm13889|ENSMUST00000148314.3|nan	yes	yes
ENSMUST00000198752.2	Dclre1b	Dclre1b	ENSMUSG00000027845	Dclre1b|ENSMUST00000198752.2|nan	yes	yes
ENSMUST00000109071.3	Tcf7	Tcf7	ENSMUSG00000000782	Tcf7|ENSMUST00000109071.3|nan	yes	yes
ENSMUST00000032177.10	Slc41a3	Slc41a3	ENSMUSG00000030089	Slc41a3|ENSMUST00000032177.10|nan	yes	yes
ENSMUST00000124098.8	Dab2ip	Dab2ip	ENSMUSG00000026883	Dab2ip|ENSMUST00000124098.8|nan	yes	yes
ENSMUST00000019514.10	Calm3	Calm3	ENSMUSG00000019370	Calm3|ENSMUST00000019514.10|nan	yes	yes
ENSMUST00000050646.13	Ttc19	Ttc19	ENSMUSG00000042298	Ttc19|ENSMUST00000050646.13|nan	yes	yes
ENSMUST00000167360.8	Abcc10	Abcc10	ENSMUSG00000032842	Abcc10|ENSMUST00000167360.8|nan	yes	yes
ENSMUST00000033458.3	3830403N18Rik	3830403N18Rik	ENSMUSG00000031125	3830403N18Rik|ENSMUST00000033458.3|nan	yes	yes
ENSMUST00000108662.2	Trappc1	Trappc1	ENSMUSG00000049299	Trappc1|ENSMUST00000108662.2|nan	yes	yes
ENSMUST00000036113.4	Tbc1d16	Tbc1d16	ENSMUSG00000039976	Tbc1d16|ENSMUST00000036113.4|nan	yes	yes
ENSMUST00000238428.2	Tgm7	Tgm7	ENSMUSG00000079103	Tgm7|ENSMUST00000238428.2|nan	yes	yes
ENSMUST00000059794.4	Nhlh1	Nhlh1	ENSMUSG00000051251	Nhlh1|ENSMUST00000059794.4|nan	yes	yes
ENSMUST00000044829.5	4921524L21Rik	4921524L21Rik	ENSMUSG00000039540	4921524L21Rik|ENSMUST00000044829.5|nan	yes	yes
ENSMUST00000028852.13	Mrps5	Mrps5	ENSMUSG00000027374	Mrps5|ENSMUST00000028852.13|nan	yes	yes
ENSMUST00000151937.8	Slc25a12	Slc25a12	ENSMUSG00000027010	Slc25a12|ENSMUST00000151937.8|nan	yes	yes
ENSMUST00000033936.8	Dkk4	Dkk4	ENSMUSG00000031535	Dkk4|ENSMUST00000033936.8|nan	yes	yes
ENSMUST00000228233.2	Wdr27	Wdr27	ENSMUSG00000046991	Wdr27|ENSMUST00000228233.2|nan	yes	yes
ENSMUST00000111043.9	Bdnf	Bdnf	ENSMUSG00000048482	Bdnf|ENSMUST00000111043.9|nan	yes	yes
ENSMUST00000043517.8	Pvr	Pvr	ENSMUSG00000040511	Pvr|ENSMUST00000043517.8|nan	yes	yes
ENSMUST00000102981.10	Sec61a2	Sec61a2	ENSMUSG00000025816	Sec61a2|ENSMUST00000102981.10|nan	yes	yes
ENSMUST00000049476.3	Aadacl2fm1	Aadacl2fm1	ENSMUSG00000036951	Aadacl2fm1|ENSMUST00000049476.3|nan	yes	yes
ENSMUST00000081326.7	Akr1c19	Akr1c19	ENSMUSG00000071551	Akr1c19|ENSMUST00000081326.7|nan	yes	yes
ENSMUST00000041616.15	Pdxk	Pdxk	ENSMUSG00000032788	Pdxk|ENSMUST00000041616.15|nan	yes	yes
ENSMUST00000061995.10	Spryd4	Spryd4	ENSMUSG00000051346	Spryd4|ENSMUST00000061995.10|nan	yes	yes
ENSMUST00000096012.11	Abi3bp	Abi3bp	ENSMUSG00000035258	Abi3bp|ENSMUST00000096012.11|nan	yes	yes
ENSMUST00000034777.14	Calml4	Calml4	ENSMUSG00000032246	Calml4|ENSMUST00000034777.14|nan	yes	yes
ENSMUST00000206327.2	Uri1	Uri1	ENSMUSG00000030421	Uri1|ENSMUST00000206327.2|nan	yes	yes
ENSMUST00000054201.3	Or2ah1	Or2ah1	ENSMUSG00000043892	Or2ah1|ENSMUST00000054201.3|nan	yes	yes
ENSMUST00000137454.8	Gramd1b	Gramd1b	ENSMUSG00000040111	Gramd1b|ENSMUST00000137454.8|nan	yes	yes
ENSMUST00000238521.2	Cfap92	Cfap92	ENSMUSG00000089997	Cfap92|ENSMUST00000238521.2|nan	yes	yes
ENSMUST00000190646.7	Cd22	Cd22	ENSMUSG00000030577	Cd22|ENSMUST00000190646.7|nan	yes	yes
ENSMUST00000031624.5	1700018F24Rik	1700018F24Rik	ENSMUSG00000029620	1700018F24Rik|ENSMUST00000031624.5|nan	yes	yes
ENSMUST00000192544.6	Fbxo28	Fbxo28	ENSMUSG00000047539	Fbxo28|ENSMUST00000192544.6|nan	yes	yes
ENSMUST00000162251.8	Phyhipl	Phyhipl	ENSMUSG00000037747	Phyhipl|ENSMUST00000162251.8|nan	yes	yes
ENSMUST00000146390.3	Sstr2	Sstr2	ENSMUSG00000047904	Sstr2|ENSMUST00000146390.3|nan	yes	yes
ENSMUST00000174837.8	Hsf4	Hsf4	ENSMUSG00000033249	Hsf4|ENSMUST00000174837.8|nan	yes	yes
ENSMUST00000036540.12	Fam117b	Fam117b	ENSMUSG00000041040	Fam117b|ENSMUST00000036540.12|nan	yes	yes
ENSMUST00000108628.8	Tnk1	Tnk1	ENSMUSG00000001583	Tnk1|ENSMUST00000108628.8|nan	yes	yes
ENSMUST00000219063.2	Plekhg3	Plekhg3	ENSMUSG00000052609	Plekhg3|ENSMUST00000219063.2|nan	yes	yes
ENSMUST00000114172.6	Kcnt1	Kcnt1	ENSMUSG00000058740	Kcnt1|ENSMUST00000114172.6|nan	yes	yes
ENSMUST00000176519.8	Glmp	Glmp	ENSMUSG00000001418	Glmp|ENSMUST00000176519.8|nan	yes	yes
ENSMUST00000096458.5	Rhox4b	Rhox4b	ENSMUSG00000071771	Rhox4b|ENSMUST00000096458.5|nan	yes	yes
ENSMUST00000170109.9	Slit2	Slit2	ENSMUSG00000031558	Slit2|ENSMUST00000170109.9|nan	yes	yes
ENSMUST00000238610.2	Ikzf4	Ikzf4	ENSMUSG00000002578	Ikzf4|ENSMUST00000238610.2|nan	yes	yes
ENSMUST00000151829.2	Rnf220	Rnf220	ENSMUSG00000028677	Rnf220|ENSMUST00000151829.2|nan	yes	yes
ENSMUST00000051014.2	Exph5	Exph5	ENSMUSG00000034584	Exph5|ENSMUST00000051014.2|nan	yes	yes
ENSMUST00000049519.4	Irgm1	Irgm1	ENSMUSG00000046879	Irgm1|ENSMUST00000049519.4|nan	yes	yes
ENSMUST00000185667.2	Gm29582	Gm29582	ENSMUSG00000100467	Gm29582|ENSMUST00000185667.2|nan	yes	yes
ENSMUST00000042701.13	Mxd4	Mxd4	ENSMUSG00000037235	Mxd4|ENSMUST00000042701.13|nan	yes	yes
ENSMUST00000094795.5	Psg25	Psg25	ENSMUSG00000070798	Psg25|ENSMUST00000094795.5|nan	yes	yes
ENSMUST00000072453.8	Lhb	Lhb	ENSMUSG00000100916	Lhb|ENSMUST00000072453.8|nan	yes	yes
ENSMUST00000229678.2	Csf2rb	Csf2rb	ENSMUSG00000071713	Csf2rb|ENSMUST00000229678.2|nan	yes	yes
ENSMUST00000156990.8	Tcf3	Tcf3	ENSMUSG00000020167	Tcf3|ENSMUST00000156990.8|nan	yes	yes
ENSMUST00000090732.10	Tfpi	Tfpi	ENSMUSG00000027082	Tfpi|ENSMUST00000090732.10|nan	yes	yes
ENSMUST00000221102.2	Cinp	Cinp	ENSMUSG00000021276	Cinp|ENSMUST00000221102.2|nan	yes	yes
ENSMUST00000135504.9	Tafazzin	Tafazzin	ENSMUSG00000009995	Tafazzin|ENSMUST00000135504.9|nan	yes	yes
ENSMUST00000098853.9	Kmt5c	Kmt5c	ENSMUSG00000059851	Kmt5c|ENSMUST00000098853.9|nan	yes	yes
ENSMUST00000151708.3	Dbi	Dbi	ENSMUSG00000026385	Dbi|ENSMUST00000151708.3|nan	yes	yes
ENSMUST00000225896.2	Top6bl	Top6bl	ENSMUSG00000071691	Top6bl|ENSMUST00000225896.2|nan	yes	yes
ENSMUST00000037484.15	Senp6	Senp6	ENSMUSG00000034252	Senp6|ENSMUST00000037484.15|nan	yes	yes
ENSMUST00000135106.2	Irak3	Irak3	ENSMUSG00000020227	Irak3|ENSMUST00000135106.2|nan	yes	yes
ENSMUST00000218215.2	Ilvbl	Ilvbl	ENSMUSG00000032763	Ilvbl|ENSMUST00000218215.2|nan	yes	yes
ENSMUST00000070673.9	Rab31	Rab31	ENSMUSG00000056515	Rab31|ENSMUST00000070673.9|nan	yes	yes
ENSMUST00000167935.10	Acsm2	Acsm2	ENSMUSG00000030945	Acsm2|ENSMUST00000167935.10|nan	yes	yes
ENSMUST00000005164.12	Prkacb	Prkacb	ENSMUSG00000005034	Prkacb|ENSMUST00000005164.12|nan	yes	yes
ENSMUST00000138340.2	Kif19a	Kif19a	ENSMUSG00000010021	Kif19a|ENSMUST00000138340.2|nan	yes	yes
ENSMUST00000091932.12	Rell2	Rell2	ENSMUSG00000044024	Rell2|ENSMUST00000091932.12|nan	yes	yes
ENSMUST00000118171.8	Cntnap4	Cntnap4	ENSMUSG00000031772	Cntnap4|ENSMUST00000118171.8|nan	yes	yes
ENSMUST00000107698.8	Acnat2	Acnat2	ENSMUSG00000060317	Acnat2|ENSMUST00000107698.8|nan	yes	yes
ENSMUST00000215002.2	Gnb5	Gnb5	ENSMUSG00000032192	Gnb5|ENSMUST00000215002.2|nan	yes	yes
ENSMUST00000168522.2	Sla	Sla	ENSMUSG00000022372	Sla|ENSMUST00000168522.2|nan	yes	yes
ENSMUST00000156417.8	Aire	Aire	ENSMUSG00000000731	Aire|ENSMUST00000156417.8|nan	yes	yes
ENSMUST00000165855.8	Ramp1	Ramp1	ENSMUSG00000034353	Ramp1|ENSMUST00000165855.8|nan	yes	yes
ENSMUST00000022019.4	Il9	Il9	ENSMUSG00000021538	Il9|ENSMUST00000022019.4|nan	yes	yes
ENSMUST00000022368.4	Plau	Plau	ENSMUSG00000021822	Plau|ENSMUST00000022368.4|nan	yes	yes
ENSMUST00000103146.5	Rpl23	Rpl23	ENSMUSG00000071415	Rpl23|ENSMUST00000103146.5|nan	yes	yes
ENSMUST00000249671.1	ENSMUSG00000121607	ENSMUSG00000121607	ENSMUSG00000121607	ENSMUSG00000121607|ENSMUST00000249671.1|nan	yes	yes
ENSMUST00000001127.11	Poldip2	Poldip2	ENSMUSG00000001100	Poldip2|ENSMUST00000001127.11|nan	yes	yes
ENSMUST00000223379.2	Irx1	Irx1	ENSMUSG00000060969	Irx1|ENSMUST00000223379.2|nan	yes	yes
ENSMUST00000156173.8	Gga3	Gga3	ENSMUSG00000020740	Gga3|ENSMUST00000156173.8|nan	yes	yes
ENSMUST00000041733.9	Taf2	Taf2	ENSMUSG00000037343	Taf2|ENSMUST00000041733.9|nan	yes	yes
ENSMUST00000119976.8	Ankle1	Ankle1	ENSMUSG00000046295	Ankle1|ENSMUST00000119976.8|nan	yes	yes
ENSMUST00000080164.12	Fip1l1	Fip1l1	ENSMUSG00000029227	Fip1l1|ENSMUST00000080164.12|nan	yes	yes
ENSMUST00000135493.8	Mef2a	Mef2a	ENSMUSG00000030557	Mef2a|ENSMUST00000135493.8|nan	yes	yes
ENSMUST00000173419.2	Klhdc1	Klhdc1	ENSMUSG00000051890	Klhdc1|ENSMUST00000173419.2|nan	yes	yes
ENSMUST00000111017.9	Muc15	Muc15	ENSMUSG00000050808	Muc15|ENSMUST00000111017.9|nan	yes	yes
ENSMUST00000201205.4	Tcf4	Tcf4	ENSMUSG00000053477	Tcf4|ENSMUST00000201205.4|nan	yes	yes
ENSMUST00000194528.3	Catspere1	Catspere1	ENSMUSG00000102483	Catspere1|ENSMUST00000194528.3|nan	yes	yes
ENSMUST00000118756.8	Syk	Syk	ENSMUSG00000021457	Syk|ENSMUST00000118756.8|nan	yes	yes
ENSMUST00000084241.12	Wasf2	Wasf2	ENSMUSG00000028868	Wasf2|ENSMUST00000084241.12|nan	yes	yes
ENSMUST00000129745.8	Tcea2	Tcea2	ENSMUSG00000059540	Tcea2|ENSMUST00000129745.8|nan	yes	yes
ENSMUST00000203524.3	Ttll3	Ttll3	ENSMUSG00000030276	Ttll3|ENSMUST00000203524.3|nan	yes	yes
ENSMUST00000156675.8	Armc9	Armc9	ENSMUSG00000062590	Armc9|ENSMUST00000156675.8|nan	yes	yes
ENSMUST00000040477.4	Gsx2	Gsx2	ENSMUSG00000035946	Gsx2|ENSMUST00000040477.4|nan	yes	yes
ENSMUST00000048128.15	Zbtb7a	Zbtb7a	ENSMUSG00000035011	Zbtb7a|ENSMUST00000048128.15|nan	yes	yes
ENSMUST00000078332.13	Mff	Mff	ENSMUSG00000026150	Mff|ENSMUST00000078332.13|nan	yes	yes
ENSMUST00000108448.8	Srr	Srr	ENSMUSG00000001323	Srr|ENSMUST00000108448.8|nan	yes	yes
ENSMUST00000038257.7	Gstt2	Gstt2	ENSMUSG00000033318	Gstt2|ENSMUST00000038257.7|nan	yes	yes
ENSMUST00000228877.2	Carmil3	Carmil3	ENSMUSG00000022211	Carmil3|ENSMUST00000228877.2|nan	yes	yes
ENSMUST00000124998.2	Clstn3	Clstn3	ENSMUSG00000008153	Clstn3|ENSMUST00000124998.2|nan	yes	yes
ENSMUST00000236745.2	Ubash3a	Ubash3a	ENSMUSG00000042345	Ubash3a|ENSMUST00000236745.2|nan	yes	yes
ENSMUST00000008830.10	Zfp955a	Zfp955a	ENSMUSG00000094441	Zfp955a|ENSMUST00000008830.10|nan	yes	yes
ENSMUST00000047305.6	Tmem270	Tmem270	ENSMUSG00000040576	Tmem270|ENSMUST00000047305.6|nan	yes	yes
ENSMUST00000061739.9	Pcp4	Pcp4	ENSMUSG00000090223	Pcp4|ENSMUST00000061739.9|nan	yes	yes
ENSMUST00000102695.4	Nt5m	Nt5m	ENSMUSG00000032615	Nt5m|ENSMUST00000102695.4|nan	yes	yes
ENSMUST00000098162.2	Or52e7	Or52e7	ENSMUSG00000073915	Or52e7|ENSMUST00000098162.2|nan	yes	yes
ENSMUST00000230192.2	Gga1	Gga1	ENSMUSG00000033128	Gga1|ENSMUST00000230192.2|nan	yes	yes
ENSMUST00000109829.2	Aebp1	Aebp1	ENSMUSG00000020473	Aebp1|ENSMUST00000109829.2|nan	yes	yes
ENSMUST00000072580.12	Lmtk3	Lmtk3	ENSMUSG00000062044	Lmtk3|ENSMUST00000072580.12|nan	yes	yes
ENSMUST00000132513.8	Cyp2j13	Cyp2j13	ENSMUSG00000028571	Cyp2j13|ENSMUST00000132513.8|nan	yes	yes
ENSMUST00000105680.9	Rere	Rere	ENSMUSG00000039852	Rere|ENSMUST00000105680.9|nan	yes	yes
ENSMUST00000154281.3	Bpifb4	Bpifb4	ENSMUSG00000074665	Bpifb4|ENSMUST00000154281.3|nan	yes	yes
ENSMUST00000116286.9	Stk40	Stk40	ENSMUSG00000042608	Stk40|ENSMUST00000116286.9|nan	yes	yes
ENSMUST00000153193.3	Sec11c	Sec11c	ENSMUSG00000024516	Sec11c|ENSMUST00000153193.3|nan	yes	yes
ENSMUST00000138559.9	Ube4a	Ube4a	ENSMUSG00000059890	Ube4a|ENSMUST00000138559.9|nan	yes	yes
ENSMUST00000197336.5	Klhl18	Klhl18	ENSMUSG00000054792	Klhl18|ENSMUST00000197336.5|nan	yes	yes
ENSMUST00000140772.2	Igfbp4	Igfbp4	ENSMUSG00000017493	Igfbp4|ENSMUST00000140772.2|nan	yes	yes
ENSMUST00000042228.15	Ifi203	Ifi203	ENSMUSG00000039997	Ifi203|ENSMUST00000042228.15|nan	yes	yes
ENSMUST00000162022.8	Glis3	Glis3	ENSMUSG00000052942	Glis3|ENSMUST00000162022.8|nan	yes	yes
ENSMUST00000165720.3	Tcea1	Tcea1	ENSMUSG00000033813	Tcea1|ENSMUST00000165720.3|nan	yes	yes
ENSMUST00000211858.2	Arl2bp	Arl2bp	ENSMUSG00000031776	Arl2bp|ENSMUST00000211858.2|nan	yes	yes
ENSMUST00000043754.8	Ctsll3	Ctsll3	ENSMUSG00000056728	Ctsll3|ENSMUST00000043754.8|nan	yes	yes
ENSMUST00000172738.2	Psme1	Psme1	ENSMUSG00000022216	Psme1|ENSMUST00000172738.2|nan	yes	yes
ENSMUST00000195822.2	Snx16	Snx16	ENSMUSG00000027534	Snx16|ENSMUST00000195822.2|nan	yes	yes
ENSMUST00000154064.3	Sec22a	Sec22a	ENSMUSG00000034473	Sec22a|ENSMUST00000154064.3|nan	yes	yes
ENSMUST00000171496.9	Scube1	Scube1	ENSMUSG00000016763	Scube1|ENSMUST00000171496.9|nan	yes	yes
ENSMUST00000162429.8	Pttg1ip	Pttg1ip	ENSMUSG00000009291	Pttg1ip|ENSMUST00000162429.8|nan	yes	yes
ENSMUST00000114023.3	Cryzl1	Cryzl1	ENSMUSG00000058240	Cryzl1|ENSMUST00000114023.3|nan	yes	yes
ENSMUST00000005597.9	Zfp658	Zfp658	ENSMUSG00000056592	Zfp658|ENSMUST00000005597.9|nan	yes	yes
ENSMUST00000029188.8	Ccn5	Ccn5	ENSMUSG00000027656	Ccn5|ENSMUST00000029188.8|nan	yes	yes
